Año,Entidad,Municipio,Delitos_Totales,Delitos_Automovil,Porcentaje_Delitos_Auto,Nivel_Riesgo
2015,Tlaxcala,El Carmen Tequexquitla,111,11,9.91,MEDIO
2015,Tlaxcala,Emiliano Zapata,6,1,16.67,ALTO
2015,Tlaxcala,Españita,16,2,12.50,ALTO
2015,Tlaxcala,Huamantla,548,84,15.33,ALTO
2015,Tlaxcala,Hueyotlipan,44,4,9.09,MEDIO
2015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,226,19,8.41,MEDIO
2015,Tlaxcala,Ixtenco,36,11,30.56,ALTO
2015,Tlaxcala,La Magdalena Tlaltelulco,54,11,20.37,ALTO
2015,Tlaxcala,Lázaro Cárdenas,7,1,14.29,ALTO
2015,Tlaxcala,Mazatecochco de José María Morelos,31,8,25.81,ALTO
2015,Tlaxcala,Muñoz de Domingo Arenas,17,1,5.88,MEDIO
2015,Tlaxcala,Nanacamilpa de Mariano Arista,81,5,6.17,MEDIO
2015,Tlaxcala,Natívitas,161,17,10.56,ALTO
2015,Tlaxcala,Panotla,93,14,15.05,ALTO
2015,Tlaxcala,Papalotla de Xicohténcatl,145,23,15.86,ALTO
2015,Tlaxcala,San Damián Texóloc,24,5,20.83,ALTO
2015,Tlaxcala,San Francisco Tetlanohcan,53,2,3.77,BAJO
2015,Tlaxcala,San Jerónimo Zacualpan,15,5,33.33,ALTO
2015,Tlaxcala,San José Teacalco,20,3,15.00,ALTO
2015,Tlaxcala,San Juan Huactzinco,45,10,22.22,ALTO
2015,Tlaxcala,San Lorenzo Axocomanitla,18,1,5.56,MEDIO
2015,Tlaxcala,San Lucas Tecopilco,8,0,0.00,BAJO
2015,Tlaxcala,San Pablo del Monte,531,95,17.89,ALTO
2015,Tlaxcala,Sanctórum de Lázaro Cárdenas,52,6,11.54,ALTO
2015,Tlaxcala,Santa Ana Nopalucan,20,1,5.00,MEDIO
2015,Tlaxcala,Santa Apolonia Teacalco,19,5,26.32,ALTO
2015,Tlaxcala,Santa Catarina Ayometla,18,4,22.22,ALTO
2015,Tlaxcala,Santa Cruz Quilehtla,21,4,19.05,ALTO
2015,Tlaxcala,Santa Cruz Tlaxcala,108,5,4.63,BAJO
2015,Tlaxcala,Santa Isabel Xiloxoxtla,22,3,13.64,ALTO
2015,Tlaxcala,Tenancingo,39,9,23.08,ALTO
2015,Tlaxcala,Teolocholco,72,6,8.33,MEDIO
2015,Tlaxcala,Tepetitla de Lardizábal,121,18,14.88,ALTO
2015,Tlaxcala,Tepeyanco,46,7,15.22,ALTO
2015,Tlaxcala,Terrenate,22,1,4.55,BAJO
2015,Tlaxcala,Tetla de la Solidaridad,122,8,6.56,MEDIO
2015,Tlaxcala,Tetlatlahuca,56,7,12.50,ALTO
2015,Tlaxcala,Tlaxcala,1372,170,12.39,ALTO
2015,Tlaxcala,Tlaxco,166,23,13.86,ALTO
2015,Tlaxcala,Tocatlán,13,3,23.08,ALTO
2015,Tlaxcala,Totolac,94,8,8.51,MEDIO
2015,Tlaxcala,Tzompantepec,99,28,28.28,ALTO
2015,Tlaxcala,Xaloztoc,88,21,23.86,ALTO
2015,Tlaxcala,Xaltocan,59,2,3.39,BAJO
2015,Tlaxcala,Xicohtzinco,81,15,18.52,ALTO
2015,Tlaxcala,Yauhquemehcan,209,22,10.53,ALTO
2015,Tlaxcala,Zacatelco,234,33,14.10,ALTO
2015,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,30,10,33.33,ALTO
2015,Veracruz de Ignacio de la Llave,Acajete,11,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Acatlán,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Acayucan,1183,123,10.40,ALTO
2015,Veracruz de Ignacio de la Llave,Actopan,28,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Acula,17,1,5.88,MEDIO
2015,Veracruz de Ignacio de la Llave,Acultzingo,65,10,15.38,ALTO
2015,Veracruz de Ignacio de la Llave,Agua Dulce,167,40,23.95,ALTO
2015,Veracruz de Ignacio de la Llave,Alpatláhuac,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,9,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Altotonga,497,43,8.65,MEDIO
2015,Veracruz de Ignacio de la Llave,Alvarado,344,23,6.69,MEDIO
2015,Veracruz de Ignacio de la Llave,Amatitlán,24,4,16.67,ALTO
2015,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,160,9,5.62,MEDIO
2015,Veracruz de Ignacio de la Llave,Angel R. Cabada,34,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Apazapan,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Aquila,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Astacinga,3,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Atlahuilco,7,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Atoyac,37,1,2.70,BAJO
2015,Veracruz de Ignacio de la Llave,Atzacan,46,4,8.70,MEDIO
2015,Veracruz de Ignacio de la Llave,Atzalan,314,14,4.46,BAJO
2015,Veracruz de Ignacio de la Llave,Ayahualulco,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Banderilla,40,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Benito Juárez,15,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Boca del Río,1442,173,12.00,ALTO
2015,Veracruz de Ignacio de la Llave,Calcahualco,9,1,11.11,ALTO
2015,Veracruz de Ignacio de la Llave,Camarón de Tejeda,14,2,14.29,ALTO
2015,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,282,72,25.53,ALTO
2015,Veracruz de Ignacio de la Llave,Carlos A. Carrillo,115,3,2.61,BAJO
2015,Veracruz de Ignacio de la Llave,Carrillo Puerto,37,2,5.41,MEDIO
2015,Veracruz de Ignacio de la Llave,Castillo de Teayo,16,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Catemaco,69,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Cazones de Herrera,20,2,10.00,ALTO
2015,Veracruz de Ignacio de la Llave,Cerro Azul,9,1,11.11,ALTO
2015,Veracruz de Ignacio de la Llave,Chacaltianguis,31,2,6.45,MEDIO
2015,Veracruz de Ignacio de la Llave,Chalma,18,1,5.56,MEDIO
2015,Veracruz de Ignacio de la Llave,Chiconamel,2,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Chiconquiaco,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Chicontepec,122,7,5.74,MEDIO
2015,Veracruz de Ignacio de la Llave,Chinameca,41,5,12.20,ALTO
2015,Veracruz de Ignacio de la Llave,Chinampa de Gorostiza,37,1,2.70,BAJO
2015,Veracruz de Ignacio de la Llave,Chocamán,18,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Chontla,15,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Chumatlán,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Citlaltépetl,15,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Coacoatzintla,11,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Coahuitlán,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Coatepec,575,98,17.04,ALTO
2015,Veracruz de Ignacio de la Llave,Coatzacoalcos,3587,594,16.56,ALTO
2015,Veracruz de Ignacio de la Llave,Coatzintla,55,12,21.82,ALTO
2015,Veracruz de Ignacio de la Llave,Coetzala,25,1,4.00,BAJO
2015,Veracruz de Ignacio de la Llave,Colipa,25,2,8.00,MEDIO
2015,Veracruz de Ignacio de la Llave,Comapa,29,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,587,53,9.03,MEDIO
2015,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,16,1,6.25,MEDIO
2015,Veracruz de Ignacio de la Llave,Coscomatepec,90,6,6.67,MEDIO
2015,Veracruz de Ignacio de la Llave,Cosoleacaque,1272,209,16.43,ALTO
2015,Veracruz de Ignacio de la Llave,Cotaxtla,42,5,11.90,ALTO
2015,Veracruz de Ignacio de la Llave,Coxquihui,6,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Coyutla,15,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Cuichapa,18,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Cuitláhuac,88,23,26.14,ALTO
2015,Veracruz de Ignacio de la Llave,Córdoba,3333,519,15.57,ALTO
2015,Veracruz de Ignacio de la Llave,El Higo,40,6,15.00,ALTO
2015,Veracruz de Ignacio de la Llave,Emiliano Zapata,104,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Espinal,15,3,20.00,ALTO
2015,Veracruz de Ignacio de la Llave,Filomeno Mata,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Fortín,697,176,25.25,ALTO
2015,Veracruz de Ignacio de la Llave,Gutiérrez Zamora,30,1,3.33,BAJO
2015,Veracruz de Ignacio de la Llave,Hidalgotitlán,20,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Huatusco,613,44,7.18,MEDIO
2015,Veracruz de Ignacio de la Llave,Huayacocotla,74,1,1.35,BAJO
2015,Veracruz de Ignacio de la Llave,Hueyapan de Ocampo,25,4,16.00,ALTO
2015,Veracruz de Ignacio de la Llave,Huiloapan de Cuauhtémoc,37,18,48.65,ALTO
2015,Veracruz de Ignacio de la Llave,Ignacio de la Llave,12,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Ilamatlán,8,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Isla,240,35,14.58,ALTO
2015,Veracruz de Ignacio de la Llave,Ixcatepec,11,1,9.09,MEDIO
2015,Veracruz de Ignacio de la Llave,Ixhuacán de los Reyes,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Ixhuatlancillo,77,3,3.90,BAJO
2015,Veracruz de Ignacio de la Llave,Ixhuatlán de Madero,15,1,6.67,MEDIO
2015,Veracruz de Ignacio de la Llave,Ixhuatlán del Café,94,1,1.06,BAJO
2015,Veracruz de Ignacio de la Llave,Ixhuatlán del Sureste,43,1,2.33,BAJO
2015,Veracruz de Ignacio de la Llave,Ixmatlahuacan,18,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Ixtaczoquitlán,148,16,10.81,ALTO
2015,Veracruz de Ignacio de la Llave,Jalacingo,128,24,18.75,ALTO
2015,Veracruz de Ignacio de la Llave,Jalcomulco,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Jamapa,10,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Jesús Carranza,112,5,4.46,BAJO
2015,Veracruz de Ignacio de la Llave,Jilotepec,22,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,José Azueta,100,14,14.00,ALTO
2015,Veracruz de Ignacio de la Llave,Juan Rodríguez Clara,95,15,15.79,ALTO
2015,Veracruz de Ignacio de la Llave,Juchique de Ferrer,33,3,9.09,MEDIO
2015,Veracruz de Ignacio de la Llave,Jáltipan,192,27,14.06,ALTO
2015,Veracruz de Ignacio de la Llave,La Antigua,175,15,8.57,MEDIO
2015,Veracruz de Ignacio de la Llave,La Perla,30,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Landero y Coss,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Las Choapas,437,25,5.72,MEDIO
2015,Veracruz de Ignacio de la Llave,Las Minas,3,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Las Vigas de Ramírez,14,1,7.14,MEDIO
2015,Veracruz de Ignacio de la Llave,Lerdo de Tejada,38,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Los Reyes,9,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Magdalena,6,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Maltrata,72,12,16.67,ALTO
2015,Veracruz de Ignacio de la Llave,Manlio Fabio Altamirano,58,9,15.52,ALTO
2015,Veracruz de Ignacio de la Llave,Mariano Escobedo,100,11,11.00,ALTO
2015,Veracruz de Ignacio de la Llave,Martínez de la Torre,510,63,12.35,ALTO
2015,Veracruz de Ignacio de la Llave,Mecatlán,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Mecayapan,52,4,7.69,MEDIO
2015,Veracruz de Ignacio de la Llave,Medellín de Bravo,119,6,5.04,MEDIO
2015,Veracruz de Ignacio de la Llave,Miahuatlán,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Minatitlán,1571,308,19.61,ALTO
2015,Veracruz de Ignacio de la Llave,Misantla,237,27,11.39,ALTO
2015,Veracruz de Ignacio de la Llave,Mixtla de Altamirano,14,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Moloacán,16,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Nanchital de Lázaro Cárdenas del Río,306,36,11.76,ALTO
2015,Veracruz de Ignacio de la Llave,Naolinco,6,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Naranjal,11,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Naranjos Amatlán,75,5,6.67,MEDIO
2015,Veracruz de Ignacio de la Llave,Nautla,7,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,No Especificado,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Nogales,257,18,7.00,MEDIO
2015,Veracruz de Ignacio de la Llave,Oluta,39,2,5.13,MEDIO
2015,Veracruz de Ignacio de la Llave,Omealca,26,3,11.54,ALTO
2015,Veracruz de Ignacio de la Llave,Orizaba,1426,211,14.80,ALTO
2015,Veracruz de Ignacio de la Llave,Otatitlán,6,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Oteapan,24,1,4.17,BAJO
2015,Veracruz de Ignacio de la Llave,Otros Municipios,16,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Ozuluama de Mascareñas,126,19,15.08,ALTO
2015,Veracruz de Ignacio de la Llave,Pajapan,14,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Papantla,772,134,17.36,ALTO
2015,Veracruz de Ignacio de la Llave,Paso de Ovejas,60,2,3.33,BAJO
2015,Veracruz de Ignacio de la Llave,Paso del Macho,169,23,13.61,ALTO
2015,Veracruz de Ignacio de la Llave,Perote,260,39,15.00,ALTO
2015,Veracruz de Ignacio de la Llave,Platón Sánchez,12,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Playa Vicente,171,9,5.26,MEDIO
2015,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo,2019,589,29.17,ALTO
2015,Veracruz de Ignacio de la Llave,Pueblo Viejo,23,4,17.39,ALTO
2015,Veracruz de Ignacio de la Llave,Puente Nacional,40,2,5.00,MEDIO
2015,Veracruz de Ignacio de la Llave,Pánuco,485,105,21.65,ALTO
2015,Veracruz de Ignacio de la Llave,Rafael Delgado,78,9,11.54,ALTO
2015,Veracruz de Ignacio de la Llave,Rafael Lucio,3,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Río Blanco,172,27,15.70,ALTO
2015,Veracruz de Ignacio de la Llave,Saltabarranca,2,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,San Andrés Tenejapan,4,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,922,63,6.83,MEDIO
2015,Veracruz de Ignacio de la Llave,San Juan Evangelista,46,4,8.70,MEDIO
2015,Veracruz de Ignacio de la Llave,San Rafael,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Santiago Sochiapan,49,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Santiago Tuxtla,67,4,5.97,MEDIO
2015,Veracruz de Ignacio de la Llave,Sayula de Alemán,109,2,1.83,BAJO
2015,Veracruz de Ignacio de la Llave,Sochiapa,6,1,16.67,ALTO
2015,Veracruz de Ignacio de la Llave,Soconusco,52,3,5.77,MEDIO
2015,Veracruz de Ignacio de la Llave,Soledad Atzompa,15,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Soledad de Doblado,87,21,24.14,ALTO
2015,Veracruz de Ignacio de la Llave,Soteapan,29,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tamalín,20,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tamiahua,15,3,20.00,ALTO
2015,Veracruz de Ignacio de la Llave,Tampico Alto,10,3,30.00,ALTO
2015,Veracruz de Ignacio de la Llave,Tancoco,3,1,33.33,ALTO
2015,Veracruz de Ignacio de la Llave,Tantima,29,2,6.90,MEDIO
2015,Veracruz de Ignacio de la Llave,Tantoyuca,314,34,10.83,ALTO
2015,Veracruz de Ignacio de la Llave,Tatahuicapan de Juárez,12,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tatatila,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tecolutla,12,1,8.33,MEDIO
2015,Veracruz de Ignacio de la Llave,Tehuipango,16,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tempoal,26,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tenampa,6,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tenochtitlán,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Teocelo,39,1,2.56,BAJO
2015,Veracruz de Ignacio de la Llave,Tepatlaxco,1,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tepetlán,0,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tepetzintla,4,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tequila,16,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Texcatepec,16,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Texhuacán,2,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Texistepec,43,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tezonapa,285,21,7.37,MEDIO
2015,Veracruz de Ignacio de la Llave,Tierra Blanca,1022,128,12.52,ALTO
2015,Veracruz de Ignacio de la Llave,Tihuatlán,328,54,16.46,ALTO
2015,Veracruz de Ignacio de la Llave,Tlachichilco,9,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tlacojalpan,24,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tlacolulan,7,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tlacotalpan,48,5,10.42,ALTO
2015,Veracruz de Ignacio de la Llave,Tlacotepec de Mejía,9,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tlalixcoyan,66,7,10.61,ALTO
2015,Veracruz de Ignacio de la Llave,Tlalnelhuayocan,21,1,4.76,BAJO
2015,Veracruz de Ignacio de la Llave,Tlaltetela,15,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tlapacoyan,131,27,20.61,ALTO
2015,Veracruz de Ignacio de la Llave,Tlaquilpa,7,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tlilapan,23,1,4.35,BAJO
2015,Veracruz de Ignacio de la Llave,Tomatlán,7,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Tonayán,3,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Totutla,23,1,4.35,BAJO
2015,Veracruz de Ignacio de la Llave,Tres Valles,278,29,10.43,ALTO
2015,Veracruz de Ignacio de la Llave,Tuxpan,746,105,14.08,ALTO
2015,Veracruz de Ignacio de la Llave,Tuxtilla,4,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Ursulo Galván,68,4,5.88,MEDIO
2015,Veracruz de Ignacio de la Llave,Uxpanapa,42,1,2.38,BAJO
2015,Veracruz de Ignacio de la Llave,Vega de Alatorre,189,4,2.12,BAJO
2015,Veracruz de Ignacio de la Llave,Veracruz,5710,811,14.20,ALTO
2015,Veracruz de Ignacio de la Llave,Villa Aldama,14,1,7.14,MEDIO
2015,Veracruz de Ignacio de la Llave,Xalapa,5405,536,9.92,MEDIO
2015,Veracruz de Ignacio de la Llave,Xico,97,5,5.15,MEDIO
2015,Veracruz de Ignacio de la Llave,Xoxocotla,4,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Yanga,58,7,12.07,ALTO
2015,Veracruz de Ignacio de la Llave,Yecuatla,26,2,7.69,MEDIO
2015,Veracruz de Ignacio de la Llave,Zacualpan,9,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Zaragoza,5,2,40.00,ALTO
2015,Veracruz de Ignacio de la Llave,Zentla,8,1,12.50,ALTO
2015,Veracruz de Ignacio de la Llave,Zongolica,437,3,0.69,BAJO
2015,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,17,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Zozocolco de Hidalgo,3,0,0.00,BAJO
2015,Veracruz de Ignacio de la Llave,Álamo Temapache,246,60,24.39,ALTO
2015,Yucatán,Abalá,0,0,0.00,BAJO
2015,Yucatán,Acanceh,0,0,0.00,BAJO
2015,Yucatán,Akil,0,0,0.00,BAJO
2015,Yucatán,Baca,0,0,0.00,BAJO
2015,Yucatán,Bokobá,0,0,0.00,BAJO
2015,Yucatán,Buctzotz,0,0,0.00,BAJO
2015,Yucatán,Cacalchén,0,0,0.00,BAJO
2015,Yucatán,Calotmul,0,0,0.00,BAJO
2015,Yucatán,Cansahcab,0,0,0.00,BAJO
2015,Yucatán,Cantamayec,0,0,0.00,BAJO
2015,Yucatán,Celestún,0,0,0.00,BAJO
2015,Yucatán,Cenotillo,0,0,0.00,BAJO
2015,Yucatán,Chacsinkín,0,0,0.00,BAJO
2015,Yucatán,Chankom,0,0,0.00,BAJO
2015,Yucatán,Chapab,0,0,0.00,BAJO
2015,Yucatán,Chemax,0,0,0.00,BAJO
2015,Yucatán,Chichimilá,0,0,0.00,BAJO
2015,Yucatán,Chicxulub Pueblo,0,0,0.00,BAJO
2015,Yucatán,Chikindzonot,0,0,0.00,BAJO
2015,Yucatán,Chocholá,0,0,0.00,BAJO
2015,Yucatán,Chumayel,0,0,0.00,BAJO
2015,Yucatán,Conkal,0,0,0.00,BAJO
2015,Yucatán,Cuncunul,0,0,0.00,BAJO
2015,Yucatán,Cuzamá,0,0,0.00,BAJO
2015,Yucatán,Dzemul,0,0,0.00,BAJO
2015,Yucatán,Dzidzantún,0,0,0.00,BAJO
2015,Yucatán,Dzilam González,0,0,0.00,BAJO
2015,Yucatán,Dzilam de Bravo,0,0,0.00,BAJO
2015,Yucatán,Dzitás,0,0,0.00,BAJO
2015,Yucatán,Dzoncauich,0,0,0.00,BAJO
2015,Yucatán,Dzán,0,0,0.00,BAJO
2015,Yucatán,Espita,0,0,0.00,BAJO
2015,Yucatán,Halachó,0,0,0.00,BAJO
2015,Yucatán,Hocabá,0,0,0.00,BAJO
2015,Yucatán,Hoctún,0,0,0.00,BAJO
2015,Yucatán,Homún,0,0,0.00,BAJO
2015,Yucatán,Huhí,0,0,0.00,BAJO
2015,Yucatán,Hunucmá,505,9,1.78,BAJO
2015,Yucatán,Ixil,0,0,0.00,BAJO
2015,Yucatán,Izamal,524,5,0.95,BAJO
2015,Yucatán,Kanasín,3032,29,0.96,BAJO
2015,Yucatán,Kantunil,0,0,0.00,BAJO
2015,Yucatán,Kaua,0,0,0.00,BAJO
2015,Yucatán,Kinchil,0,0,0.00,BAJO
2015,Yucatán,Kopomá,0,0,0.00,BAJO
2015,Yucatán,Mama,0,0,0.00,BAJO
2015,Yucatán,Maní,0,0,0.00,BAJO
2015,Yucatán,Maxcanú,445,4,0.90,BAJO
2015,Yucatán,Mayapán,0,0,0.00,BAJO
2015,Yucatán,Mocochá,0,0,0.00,BAJO
2015,Yucatán,Motul,1349,10,0.74,BAJO
2015,Yucatán,Muna,0,0,0.00,BAJO
2015,Yucatán,Muxupip,0,0,0.00,BAJO
2015,Yucatán,Mérida,21829,163,0.75,BAJO
2015,Yucatán,Opichén,0,0,0.00,BAJO
2015,Yucatán,Oxkutzcab,0,0,0.00,BAJO
2015,Yucatán,Panabá,0,0,0.00,BAJO
2015,Yucatán,Peto,0,0,0.00,BAJO
2015,Yucatán,Progreso,2331,25,1.07,BAJO
2015,Yucatán,Quintana Roo,0,0,0.00,BAJO
2015,Yucatán,Río Lagartos,0,0,0.00,BAJO
2015,Yucatán,Sacalum,0,0,0.00,BAJO
2015,Yucatán,Samahil,0,0,0.00,BAJO
2015,Yucatán,San Felipe,0,0,0.00,BAJO
2015,Yucatán,Sanahcat,0,0,0.00,BAJO
2015,Yucatán,Santa Elena,0,0,0.00,BAJO
2015,Yucatán,Seyé,0,0,0.00,BAJO
2015,Yucatán,Sinanché,0,0,0.00,BAJO
2015,Yucatán,Sotuta,0,0,0.00,BAJO
2015,Yucatán,Sucilá,0,0,0.00,BAJO
2015,Yucatán,Sudzal,0,0,0.00,BAJO
2015,Yucatán,Suma,0,0,0.00,BAJO
2015,Yucatán,Tahdziú,0,0,0.00,BAJO
2015,Yucatán,Tahmek,0,0,0.00,BAJO
2015,Yucatán,Teabo,0,0,0.00,BAJO
2015,Yucatán,Tecoh,0,0,0.00,BAJO
2015,Yucatán,Tekal de Venegas,0,0,0.00,BAJO
2015,Yucatán,Tekantó,0,0,0.00,BAJO
2015,Yucatán,Tekax,941,9,0.96,BAJO
2015,Yucatán,Tekit,0,0,0.00,BAJO
2015,Yucatán,Tekom,0,0,0.00,BAJO
2015,Yucatán,Telchac Pueblo,0,0,0.00,BAJO
2015,Yucatán,Telchac Puerto,0,0,0.00,BAJO
2015,Yucatán,Temax,0,0,0.00,BAJO
2015,Yucatán,Temozón,0,0,0.00,BAJO
2015,Yucatán,Tepakán,0,0,0.00,BAJO
2015,Yucatán,Tetiz,0,0,0.00,BAJO
2015,Yucatán,Teya,0,0,0.00,BAJO
2015,Yucatán,Ticul,657,12,1.83,BAJO
2015,Yucatán,Timucuy,0,0,0.00,BAJO
2015,Yucatán,Tinum,0,0,0.00,BAJO
2015,Yucatán,Tixcacalcupul,0,0,0.00,BAJO
2015,Yucatán,Tixkokob,0,0,0.00,BAJO
2015,Yucatán,Tixmehuac,0,0,0.00,BAJO
2015,Yucatán,Tixpéhual,0,0,0.00,BAJO
2015,Yucatán,Tizimín,771,7,0.91,BAJO
2015,Yucatán,Tunkás,0,0,0.00,BAJO
2015,Yucatán,Tzucacab,0,0,0.00,BAJO
2015,Yucatán,Uayma,0,0,0.00,BAJO
2015,Yucatán,Ucú,0,0,0.00,BAJO
2015,Yucatán,Umán,1334,15,1.12,BAJO
2015,Yucatán,Valladolid,998,10,1.00,BAJO
2015,Yucatán,Xocchel,0,0,0.00,BAJO
2015,Yucatán,Yaxcabá,0,0,0.00,BAJO
2015,Yucatán,Yaxkukul,0,0,0.00,BAJO
2015,Yucatán,Yobaín,0,0,0.00,BAJO
2015,Zacatecas,Apozol,27,2,7.41,MEDIO
2015,Zacatecas,Apulco,10,1,10.00,ALTO
2015,Zacatecas,Atolinga,19,4,21.05,ALTO
2015,Zacatecas,Benito Juárez,16,1,6.25,MEDIO
2015,Zacatecas,Calera,464,65,14.01,ALTO
2015,Zacatecas,Cañitas de Felipe Pescador,29,1,3.45,BAJO
2015,Zacatecas,Chalchihuites,37,2,5.41,MEDIO
2015,Zacatecas,Concepción del Oro,138,4,2.90,BAJO
2015,Zacatecas,Cuauhtémoc,124,10,8.06,MEDIO
2015,Zacatecas,El Plateado de Joaquín Amaro,12,0,0.00,BAJO
2015,Zacatecas,El Salvador,7,0,0.00,BAJO
2015,Zacatecas,Fresnillo,2071,402,19.41,ALTO
